nom groupe ssgroupe Energie EnergiePredite Eau Proteines Glucides Lipides Sucres Fibres Polyols Alcool AcidesOrganiques Calcium Cuivre Fer Magnesium Manganese Phosphore Potassium Zinc VitamineC
"Tétragone cornue, cuite" légumes "légumes cuits" NA 16.504541868241006 94.8 1.3 1 0.17 0.25 1.4 NA 0 NA 48 0.077 0.66 32 0.53 22 102 0.31 16
"Rutabaga, cuit" légumes "légumes cuits" NA 27.46087700751343 91.5 0.93 4.26 0.18 3.95 1.8 NA 0 NA 18 0.029 0.18 10 0.097 41 216 0.12 18.8
"Tomate, purée, appertisée" légumes "légumes cuits" 47.1 44.61880643582839 85.6 1.4 7.54 0.4 3.64 2.38 0.011 0 1 19.9 0.15 0.6 30 0.16 41.9 798 0.2 9
"Bambou, pousses, appertisées, égouttées" légumes "légumes cuits" NA 21.348084526283778 95 1.61 1.9 0.15 1.15 1.25 NA 0 NA 17 0.098 0.24 3.5 0.14 26.8 196 0.56 1.1
"Brocoli, surgelé, cuit" légumes "légumes cuits" NA 30.112249132010994 90.7 3.1 2.36 0.11 1.47 3 NA 0 NA 51 0.043 0.61 20 0.33 55 180 0.3 40.1
"Chou de Bruxelles, surgelé, cuit" légumes "légumes cuits" NA 42.65467455397749 86.7 3.64 4.22 0.39 2.08 4.1 NA 0 NA 26 0.034 0.48 18 0.21 56 290 0.24 45.7
"Carotte, surgelée, cuite" légumes "légumes cuits" 32.9 31.459322446951603 90.3 0.58 4.52 0.68 4.08 3.3 0.13 0 NA 35 0.082 0.53 11 0.17 31 192 0.35 2.3
"Champignon, lentin comestible ou shiitaké, cuit" légumes "légumes cuits" 60.9 62.23665954387073 83.5 1.56 12.3 0.22 3.84 2.1 0.4 0 NA 3 0.9 0.44 14 0.2 29 117 1.33 0.3
"Petits pois et carottes, surgelés, cuits" légumes "légumes cuits" NA 51.12124725871848 85.8 3.09 7.02 0.42 4.36 3.1 NA 0 NA 23 0.076 0.94 16 0.2 49 158 0.45 8.1
"Pois mange-tout ou pois gourmand, bouilli/cuit à l'eau" légumes "légumes cuits" 30.5 31.718416168240104 90.9 2.25 3.39 0.3 2.3 2.8 NA 0 0.0043 35 0.08 0.46 14 0.18 40 100 0.28 20.6
"Chou frisé, cuit" légumes "légumes cuits" NA 31.868385269006307 91.2 1.9 3.63 0.4 1.25 2 NA 0 NA 72 0.16 0.9 18 0.42 28 228 0.24 41
"Chou chinois (pak-choi ou pé-tsai), cuit" légumes "légumes cuits" NA 16.666289385830897 95.4 1.53 0.75 0.17 0.75 1.35 NA 0 NA 62.5 0.024 0.67 10.5 0.15 34 298 0.18 20.9
"Tomate, pulpe et peau, bouillie/cuite à l'eau" légumes "légumes cuits" NA 21.217563857783794 94.3 0.95 2.8 0.11 2.49 0.7 NA 0 NA 11 0.075 0.68 9 0.11 28 218 0.14 22.8
"Pois mange-tout ou pois gourmands, cuits" légumes "légumes cuits" NA 48.48588285670137 86.6 3.5 5.92 0.38 4.82 3.1 NA 0 NA 59 0.09 2.4 28 0.28 58 217 0.49 22
"Légumes (3-4 sortes en mélange), purée" légumes "légumes cuits" 61.8 62.75847559050849 86 1.94 4.25 3.4 2.4 3.3 NA 0 0.099 47 0.12 0.67 18 0.18 42 260 0.33 NA
"Brocoli, purée" légumes "légumes cuits" NA 31.215135118625753 91.7 2.5 2.75 0.38 1.65 2.39 NA 0 NA 87 NA 0.9 NA NA NA NA NA 90
"Tomate, coulis, appertisé (purée de tomates mi-réduite à 11%)" légumes "légumes cuits" NA 49.7932320695756 88.2 2.05 8.53 0.2 5.5 2.6 NA 0 NA NA NA NA NA NA NA NA NA NA
"Tomate, double concentré, appertisé" légumes "légumes cuits" 92.8 91.89406056550662 74.3 3.73 17 0.29 16.5 3.62 0 0 NA NA NA NA NA NA NA NA NA NA
"Macédoine de légumes, surgelée, pré-cuite (à recuire)" légumes "légumes cuits" 54.5 50.86939304147742 86.4 3.48 6.8 0.28 3.35 5.45 0.048 0 NA NA NA NA NA NA NA NA NA NA
"Poivron rouge, appertisé, égoutté" légumes "légumes cuits" NA 33.546597165023414 90.3 0.91 4.42 0.77 3.64 1.7 NA 0 NA 25 0.098 0.63 12.5 0.12 19 156 0.15 109
"Asperge blanche, bouillie/cuite à l'eau" légumes "légumes cuits" 18.6 20.872569399482387 94.9 1.44 1.63 0.3 1.2 1.3 NA 0 0.48 15 0.09 0.26 7.1 0.07 29 120 0.3 5.16
"Céleri-rave, purée" légumes "légumes cuits" NA 24.066267373996094 91.4 1.37 2.83 0.18 2.11 4.01 NA 0 NA 50 NA 0.5 NA NA NA NA NA 8.3
"Tomate, pulpe et peau, rôtie/cuite au four" légumes "légumes cuits" 31.1 30.667428759430674 92 0.88 4.13 0.6 3.7 2.2 NA 0 0.57 10 0.05 0.25 13 0.23 30 300 0.15 14.5
"Chou romanesco ou brocoli à pomme, cuit" légumes "légumes cuits" 35.8 34.838932482047994 91.5 3 2.03 0.8 1.6 4.3 NA 0 0.088 32 0.05 0.53 13 0.19 55 260 0.32 15.1
"Potimarron, pulpe, cuit à l'étouffée" légumes "légumes cuits" 44.8 43.21043425336533 87.3 1.31 7.05 0.5 4.5 3.3 NA 0 0.2 18 0.08 0.24 10 0.05 33 430 0.27 10.9
"Carotte, purée cuisinée à la crème, préemballée" légumes "légumes cuits" 44.4 44.569227732759025 89.6 1.44 4.57 1.6 4.39 3 NA 0 0.0048 30 0.04 0.19 6.4 0.08 21 190 0.18 NA
"Asperge verte, bouillie/cuite à l'eau" légumes "légumes cuits" 26.6 27.42867771611534 92.7 2.69 1.73 0.3 1.3 2.2 NA 0 0.73 21 0.11 0.64 10 0.13 49 220 0.49 4.73
"Bette ou blette, côte et feuille, bouillie/cuite à l'eau" légumes "légumes cuits" 16.9 17.33141551429225 95.2 0.88 1.43 0.3 1 2.5 NA 0 0.12 60 0.04 0.52 10 0.34 18 160 0.11 NA
"Brocoli, bouilli/cuit à l'eau, croquant" légumes "légumes cuits" 23.5 25.488033139464193 92.9 2.5 1.23 0.4 0.8 2.6 NA 0 0.071 42 0.11 0.41 12 0.18 44 110 0.23 22.7
"Brocoli, bouilli/cuit à l'eau, fondant" légumes "légumes cuits" 23.1 24.12292339155044 93.8 2.19 1.03 0.5 0.6 3 NA 0 0.053 43 0.15 0.33 11 0.17 39 90 0.18 18.1
"Brocoli, cuit à la vapeur" légumes "légumes cuits" 37.6 41.41710230776679 89.4 4.13 2.53 0.7 1.5 2.2 NA 0 0.24 36 0.04 0.58 23 0.28 72 340 0.53 20.7
"Carotte, cuite à la vapeur" légumes "légumes cuits" 41.6 39.060031269034916 87.7 0.63 7.33 0.3 6.9 3.7 NA 0 0.043 26 0.04 0.22 10 0.18 19 240 0.21 1.28
"Chou-fleur, cuit à la vapeur" légumes "légumes cuits" 30.1 33.325650081507185 91.1 2.56 3.41 0.3 2.4 1.8 NA 0 0.12 26 0.03 0.38 12 0.16 46 300 0.28 21.4
"Céleri rave, bouilli/cuit à l'eau" légumes "légumes cuits" 26.2 28.874915963256413 91 0.94 4.32 0.3 1.2 2.6 1.8 0 0.06 41 0.11 0.27 10 0.16 38 300 0.17 0.87
"Haricot beurre, bouilli/cuit à l'eau" légumes "légumes cuits" 34.6 35.547780212751206 89.6 2.19 4.45 0.3 2.2 2.7 NA 0 0.098 56 0.13 0.99 26 0.35 43 210 0.34 7.57
"Oignon nouveau ou oignon frais ou cébette, sauté/poêlé sans matière grasse" légumes "légumes cuits" 27.6 26.85447112223474 91.2 1.13 3.56 0.3 2.8 3.1 NA 0 0.13 55 0.03 0.85 11 0.36 26 260 0.21 7.38
"Panais, cuit à l'étouffée" légumes "légumes cuits" 90.8 83.48586817209204 73.6 1.94 16.6 0.5 6.2 5.6 NA 0 0.45 44 0.14 0.37 25 0.16 74 510 0.35 7.92
"Petits pois, bouillis/cuits à l'eau" légumes "légumes cuits" 80.3 80.3746986905973 77.4 6.38 9.93 0.6 1.6 4.8 NA 0 0.16 38 0.14 1.2 29 0.29 100 190 0.72 11.4
"Poivron jaune, sauté/poêlé sans matière grasse" légumes "légumes cuits" 35.8 35.92969057378515 90.5 1 5.33 0.6 4.9 2.2 NA 0 0.36 7.3 0.06 0.23 11 0.09 23 220 0.14 126
"Poivron vert, sauté/poêlé sans matière grasse" légumes "légumes cuits" 28.6 27.329739689253877 92.4 1.25 3.53 0.3 3.1 3 NA 0 0.41 6.7 0.05 0.21 9.5 0.08 20 200 0.12 64.6
"Potimarron, pulpe, bouilli/cuit à l'eau" légumes "légumes cuits" 38.2 39.430113400680845 88.9 1.06 6.88 0.3 3.5 1.8 NA 0 0.19 18 0.08 0.19 8.5 0.06 27 330 0.24 8.65
"Tomate, rôtie/cuite au four" légumes "légumes cuits" 25.3 27.039015077026196 92.6 1 3.53 0.4 3.1 1.9 NA 0 0.069 12 0.03 0.22 9.2 0.18 29 310 0.11 14.9
"Échalote, sautée/poêlée sans matière grasse" légumes "légumes cuits" 66.9 66.10420361597814 81.5 2 12.3 0.4 3.8 2.9 NA 0 0.25 22 0.09 0.25 11 0.12 48 270 0.27 0.84
"Légumes pour couscous, cuits" légumes "légumes cuits" NA 26.122560740104454 91.7 1.53 2.55 0.43 1.1 2.6 NA 0 NA 39 0.1 0.7 15 0.2 38 208 0.3 18
"Légume cuit (aliment moyen)" légumes "légumes cuits" 43.5 40.44603283590052 88.3 2.11 5.81 0.3 2.48 2.71 0.35 0 0.14 30.3 0.097 0.46 17 0.16 51.8 261 0.31 8.84
"Gombo, fruit, cuit" légumes "légumes cuits" NA 23.624505220700573 92.6 1.87 2.01 0.21 2.01 2.5 NA 0 NA 77 0.085 0.28 36 0.29 32 135 0.43 16.3
"Carotte, déshydratée" légumes "légumes séchés ou déshydratés" NA 276.54824930685305 4 8.1 56 1.49 38.8 23.6 NA 0 0 212 0.37 3.93 118 1.12 346 2540 1.57 14.6
"Oignon, séché" légumes "légumes séchés ou déshydratés" NA 344.97778477283947 3.93 8.95 75 0.46 37.4 9.2 NA 0 0 257 0.42 1.55 92 1.39 303 1620 1.89 75
"Tomate, séchée" légumes "légumes séchés ou déshydratés" NA 271.35604624382336 14.6 14.2 43.3 2.99 37.6 12.3 NA 0 0 110 1.42 9.09 194 1.85 356 3430 1.99 39.2
"Champignon, lentin comestible ou shiitaké, séché" légumes "légumes séchés ou déshydratés" 316 309.88231497971384 9.5 9.58 63.9 0.99 2.21 11.5 6.24 0 0 11 5.17 1.72 132 1.18 294 1530 7.66 3.5
"Tomate, séchée, à l'huile" légumes "légumes séchés ou déshydratés" 187 188.10493777557903 60.4 4.27 13.4 11.7 6.5 5.63 0.011 0 0 47 0.47 2.68 81 0.47 139 1570 0.78 102
"Giraumon (variété locale), pulpe, cuit à la vapeur, prélevé à la Martinique" légumes "légumes et leurs produits de la Martinique" NA 28.490136886631582 91.8 1.1 4.51 0.097 1.91 2 NA 0 NA NA NA NA NA NA NA 321 NA NA
"Giraumon (variété phoenix), pulpe, cuit à la vapeur, prélevé à la Martinique" légumes "légumes et leurs produits de la Martinique" NA 32.021708689202555 90.6 1.03 5.62 0.05 1.56 2 NA 0 NA NA NA NA NA NA NA 442 NA NA
"Patate douce, pulpe, cuite à la vapeur, prélevée à la Martinique" légumes "légumes et leurs produits de la Martinique" NA 110.60475823787792 63.3 1.48 25.2 0.067 0.19 9.2 NA 0 NA NA 0.26 NA NA 0.026 NA 425 NA 12.5
"Cassis, cru" fruits "fruits crus" NA 56.93828359598757 80.5 1.33 9.68 0.86 9.68 5.8 NA 0 2.63 57.1 0.093 1.17 23 0.28 53.5 330 0.28 181
"Coing, cru" fruits "fruits crus" NA 60.206304326483675 83.8 0.51 13.4 0.1 6.3 1.9 NA 0 NA 11 0.13 0.7 8 NA 17 197 0.04 15
"Framboise, crue" fruits "fruits crus" 49.2 40.698314438009355 86.8 1.19 5.83 0.8 5.4 4.3 NA 0 1.9 16 0.04 0.4 20 0.44 29 170 0.24 18.7
"Fruit de la passion ou maracudja, pulpe et pépins, cru" fruits "fruits crus" 101 85.80610711626326 73.6 2.13 10.9 3 8.5 6.8 NA 0 3 8.1 0.15 0.56 26 0.19 46 240 0.76 25.6
"Grenade, pulpe et pépins, crue" fruits "fruits crus" 80.6 78.66642957418424 79.4 1.44 14.3 1.2 13.3 2.3 NA 0 0.88 9.5 0.11 0.17 12 0.1 27 230 0.22 9.02
"Groseille, crue" fruits "fruits crus" 68.5 46.36805679745334 82.1 1.56 7.06 0.7 6.63 4.6 NA 0 6.3 38 0.09 0.35 12 0.13 38 230 0.15 29.8
"Kiwi, pulpe et graines, cru" fruits "fruits crus" 60.5 57.404537384791446 83.5 0.88 11 0.6 8.9 2.4 NA 0 1.05 29 0.15 0.16 12 0.05 26 290 0.12 81.9
"Myrtille, crue" fruits "fruits crus" 57.7 53.25327487949445 84.2 0.87 10.6 0.33 9.96 2.4 0.014 0 1.37 6 0.057 0.28 6 0.34 12 77 0.16 9.7
"Mûre (de ronce), crue" fruits "fruits crus" 47.3 42.183947525654055 86.1 1.13 6.53 0.7 6.1 5.2 NA 0 0.15 31 0.07 0.4 20 1.1 25 200 0.18 10.1
"Nectarine ou brugnon, pulpe et peau, crue" fruits "fruits crus" NA 47.879299272864486 87.6 1.16 8.9 0.31 7.89 1.7 0.08 0 NA 3.38 0.078 0.28 8.31 0.061 26.7 201 0.091 5.4
"Poire, pulpe et peau, crue" fruits "fruits crus" NA 51.98049410097513 83.5 0.49 10.9 0.27 9.01 2.9 1.89 0 NA 6.46 0.071 0.072 8.23 0.03 15.4 132 0.097 4.62
"Pomme, pulpe et peau, crue" fruits "fruits crus" NA 53.33221824881784 85.4 0.25 11.6 0.25 9.35 1.4 NA 0 0.46 5.34 0.041 0.099 6.47 0.036 14.4 119 0.031 6.25
"Pêche, pulpe et peau, crue" fruits "fruits crus" NA 48.0623346683215 88.6 1.08 9 0.33 8.16 1.6 0.84 0 NA 7.32 0.075 0.15 11.2 0.064 21 215 0.12 6.6
"Raisin noir, cru" fruits "fruits crus" NA 72.18840985713912 84 0.63 15.6 0.4 15 1.4 0.2 0 NA 8.98 0.078 0.2 6.78 0.051 21.8 152 0.038 10.8
"Rhubarbe, tige, crue" fruits "fruits crus" NA 16.33387450777351 92 0.78 1.47 0.23 1.47 2.47 NA 0 1.9 129 0.039 0.28 13.5 0.16 18.6 239 0.17 9.7
"Pomme, pulpe, crue" fruits "fruits crus" NA 48.79701929791366 86.7 0.27 10.7 0.13 10.1 1.3 0.59 0 NA 5 0.031 0.07 4 0.038 11 90 0.05 4
"Carambole, pulpe, crue" fruits "fruits crus" NA 28.464907730487262 91.4 1.15 3.9 0.32 3.9 2.8 NA 0 NA 3 0.14 0.08 10 0.037 12 133 0.12 34.4
"Anone ou chérimole, pulpe, crue" fruits "fruits crus" NA 79.04997627537084 79.4 1.72 15.4 0.64 12.9 2.65 NA 0 NA 9 0.069 0.29 17 0.093 26 287 0.16 12.1
"Feijoa, pulpe, crue" fruits "fruits crus" NA 43.97182803697807 83.3 0.71 8.2 0.42 8.2 6.4 NA 0 NA 17 0.036 0.14 9 0.084 19 172 0.06 32.9
"Figue de Barbarie, pulpe et graines, crue" fruits "fruits crus" NA 32.69539780533711 88.4 0.37 6 0.31 1.02 4.45 NA 0 NA 118 0.019 0.25 77 0.58 17.5 175 0.14 12.5
"Mûre noire (du mûrier), crue" fruits "fruits crus" NA 46.90132603962391 87.7 1.44 8.1 0.39 8.1 1.7 NA 0 NA 39 0.06 1.85 18 1.1 38 194 0.12 36.4
"Tamarin, fruit mûr, pulpe, cru" fruits "fruits crus" NA 246.71940825101106 31.4 2.65 57.4 0.6 38.8 5.1 NA 0 NA 74 0.086 2.8 92 NA 113 628 0.1 3.5
"Goyave, pulpe, crue" fruits "fruits crus" NA 54.426915131487604 83.5 1.59 9.02 0.73 8.92 5.15 NA 0 0.88 14 0.23 0.26 16 0.15 40 308 0.21 228
"Pomme Canada, pulpe, crue" fruits "fruits crus" NA 52.65825922988253 84.4 0.4 11.6 0.1 11 1.6 0.59 0 NA 3.59 0.035 0.14 3.76 0.03 8.61 154 0.09 4
"Prune, crue" fruits "fruits crus" NA 49.19370028815802 87 0.66 9.92 0.29 9.92 1.5 NA 0 1.27 7.29 0.06 0.16 6 0.076 17.8 149 0.096 7.25
"Raisin Chasselas, cru" fruits "fruits crus" 79.1 78.78251787689074 79.4 0.75 16.9 0.5 16.5 2 NA 0 0.11 16 0.08 0.14 7.5 0.07 21 150 0.07 4.14
"Poire, pulpe, crue" fruits "fruits crus" NA 47.49466816550822 85.1 0.3 10.4 0.1 10.4 2.47 NA 0 NA 11 0.06 0.2 7 0 13 150 0.1 6
"Griotte, crue" fruits "fruits crus" NA 53.71600413263622 86.1 1.1 10.5 0.3 8.49 1.65 NA 0 NA 16 0.1 0.32 9 0.11 15 173 0.1 10
"Raisin, cru" fruits "fruits crus" NA 70.7592312448642 80.5 0.72 15.7 0.16 15.5 0.9 0.2 0 NA 10 0.13 0.36 7 0.071 20 191 0.07 3.2
"Canneberge ou cranberry, crue" fruits "fruits crus" NA 39.10033756838103 86.8 0.75 7.6 0.13 4.04 5.13 NA 0 NA 11 0.061 0.44 6 0.36 13.5 98.8 0.1 13.7
"Citron, zeste, cru" fruits "fruits crus" NA 35.248886045846135 81.6 1.38 5.4 0.3 4.17 10.6 NA 0 NA 134 0.092 0.9 15 NA 12 160 0.25 129
"Myrtille, surgelée, crue" fruits "fruits crus" NA 46.64239298836981 84.3 0.68 8.9 0.43 8.9 2.81 NA 0 NA 10 0.035 0.39 4.25 0.18 10 55.5 0.068 8.08
"Salade de fruits, crue" fruits "fruits crus" NA 52.84456997529994 78 0.5 11.4 0.15 11.2 1.23 NA 0 NA 14.5 0.071 0.29 16.4 0.34 16.7 203 0.094 20
"Framboise, surgelée, crue" fruits "fruits crus" NA 42.88542697027586 85.9 1.16 6.43 0.8 6.03 6.05 NA 0 NA 29.9 0.11 0.78 17 1.2 38 228 0.34 24.5
"Pomelo (dit Pamplemousse) jaune, pulpe, cru" fruits "fruits crus" NA 37.39288670535214 90.5 0.69 7.31 0.1 7.31 1.1 NA 0 NA 12 0.05 0.06 9 0.013 8 148 0.07 33.3
"Pomelo (dit Pamplemousse) rose, pulpe, cru" fruits "fruits crus" NA 33.844664094394545 88.1 0.77 6.2 0.14 6.2 1.6 NA 0 NA 22 0.032 0.08 9 0.022 18 135 0.07 31.2
"Kumquat, sans pépin, cru" fruits "fruits crus" NA 60.82749468152922 81.9 1.57 9.6 1.18 9.36 5.45 NA 0 NA 65.5 0.095 0.67 17.5 0.14 19 158 0.13 45
"Melon miel ou melon honeydew, pulpe, cru" fruits "fruits crus" NA 25.795547483757268 91.9 0.58 4.3 0.17 4.3 0.75 NA 0 NA 6 0.033 0.34 9.08 0.034 15.8 237 0.086 16.8
"Fruits rouges, crus (framboises, fraises, groseilles, cassis)" fruits "fruits crus" NA 43.662920680611606 84.5 1.11 7.88 0.31 7.4 5.3 NA 0 NA 40 0.088 1 16.9 0.42 32.6 225 0.22 87
"Fruit cru (aliment moyen)" fruits "fruits crus" 59.5 55.646576099623935 84.5 0.7 11.6 0.26 9.89 1.97 0.69 0 0.68 14.5 0.059 0.18 12.1 0.12 20.1 197 0.11 20.9
"Compote de pomme" fruits "compotes et assimilés" 102 102.67234828154524 72.9 0.23 24.4 0.21 20.7 1.53 1.9 0 0.46 4.44 0.043 0.11 5.09 0.027 6 104 0.025 14.5
"Rhubarbe, tige, cuite, sucrée" fruits "compotes et assimilés" NA 120.63440791924157 67.8 0.39 29.2 0.05 28.7 2 NA 0 NA 145 0.027 0.21 12 0.073 8 96 0.08 3.3
"Chayote ou christophine ou chouchou, crue" fruits "compotes et assimilés" NA 20.17711620926436 94.2 0.72 2.8 0.12 1.66 1.7 NA 0 NA 17 0.12 0.34 12 0.19 18 125 0.74 7.7
"Compote, tout type de fruits, allégée en sucres, rayon frais" fruits "compotes et assimilés" NA 68.68883594235655 83.9 0.32 14.9 0.48 14.3 1.4 NA 0 NA 4.7 0.04 0.09 4.7 0.03 9.6 120 NA 10.1
"Dessert de fruits, tout type de fruits (en taux de sucres : compotes allégées en sucres < desserts de fruits < compotes allégée)" fruits "compotes et assimilés" NA 83.95196497943677 79.4 0.32 19.5 0.2 16.6 1.61 NA 0 NA 4 0.04 0.15 4 0.03 9.3 130 NA 11.8
"Pomme, pulpe, bouillie/cuite à l'eau" fruits "compotes et assimilés" NA 52.86173359109354 85.5 0.26 11.2 0.36 11 2.4 NA 0 NA 5 0.035 0.19 3 0.12 8 88 0.04 0.2
"Compote ou assimilé, tout type de fruits, teneur en sucre (allégée en sucres ou non, sans sucres ajoutés...) inconnue (aliment moyen)" fruits "compotes et assimilés" 80.1 79.63260948738889 78.9 0.25 18.6 0.15 16.7 1.68 0.82 0 0.3 7.87 0.046 0.092 5.59 0.05 10 132 0.033 19.6
"Abricot au sirop (sans précision sur léger ou classique), appertisé, égoutté (aliment moyen)" fruits "fruits appertisés" NA 72.46817899571828 81 0.5 16.2 0.25 15.3 1.4 0.42 0 NA 16 0.04 0.13 5.3 0.02 10 130 0.06 0.25
"Macédoine ou cocktail ou salade de fruits, au sirop (sans précision sur léger ou classique), appertisé, égouttée (aliment moyen)" fruits "fruits appertisés" NA 71.23479462096624 81.6 0.25 16.2 0.25 13.2 2.02 0.21 0 NA 11.6 0.07 0.11 4.24 0.084 9.04 70.3 0.025 2.91
"Abricot au sirop léger, appertisé, non égoutté" fruits "fruits appertisés" NA 63.48416816878398 83.5 0.81 14 0.043 14 0.83 NA 0 NA 14.3 0.036 0.1 4.74 0.026 9.25 136 0.06 2.28
"Pêche au sirop léger, appertisée, non égouttée" fruits "fruits appertisés" NA 61.35945287402649 84.3 0.31 14.1 0.038 12.9 0.92 NA 0 NA 9.57 0.038 0.13 4.88 0.02 9.79 100 0.054 3.32
"Poire au sirop léger, appertisée, non égouttée" fruits "fruits appertisés" NA 63.63984427579754 83.7 0.3 14.5 0.12 12.1 1.23 NA 0 NA 5 0.049 0.28 4 0.033 7 66 0.08 0.7
"Abricot, dénoyauté, sec" fruits "fruits séchés" 239 253.52763164209605 24.7 2.88 59.1 0.5 34.3 8.3 22.6 0 1.98 71 0.45 1.4 41 0.27 79 1400 0.35 NA
"Datte, pulpe et peau, sèche" fruits "fruits séchés" NA 267.68653791272277 22.9 1.81 64.7 0.25 64.7 7.3 NA 0 1.26 44.9 0.22 0.9 47.3 0.3 62 696 0.23 3
"Figue, sèche" fruits "fruits séchés" NA 238.87721263043304 30.1 2.99 54.3 0.87 49.2 9.72 NA 0 0.51 167 0.27 2.12 52.5 0.4 75.1 845 0.51 1.2
"Pruneau, sec" fruits "fruits séchés" 229 232.01815161951825 34.9 1.63 55.4 0.4 38.1 5.1 9.6 0 0.9 50 0.23 0.38 30 0.25 66 610 0.28 NA
"Raisin, sec" fruits "fruits séchés" 321 312.76558363713804 16 3 73.2 0.9 70.3 4.2 NA 0 0.22 54 0.38 1.7 35 0.28 82 960 0.24 NA
"Mélange apéritif de fruits exotiques, sec" fruits "fruits séchés" 389 384.8648570789859 11.7 2.19 69.5 10.5 59.4 3.4 1.7 0 1.35 43 0.26 1.1 39 0.45 67 530 0.32 0.69
"Banane, pulpe, sèche" fruits "fruits séchés" NA 345.97233087961206 3 3.89 78.4 1.81 47.3 9.9 NA 0 NA 22 0.39 1.15 108 0.57 74 1490 0.61 7
"Pomme, sèche" fruits "fruits séchés" NA 233.98160693079967 31.8 0.78 57.2 0.31 54.6 8.7 2.63 0 NA 22 0.12 1.4 10.5 0.15 38 450 0.2 3.9
"Abricot, dénoyauté, sec, moelleux (réhydraté à 35-45%)" fruits "fruits séchés" 200 218.63794007531374 39.3 2.31 51.1 0.4 29.9 3.5 17.6 0 1.43 53 0.29 0.86 32 0.19 59 980 0.3 NA
"Abricot pays, pulpe, au sirop, appertisé, non égoutté, prélevé à la Martinique" fruits "fruits et leurs produits de la Martinique" NA 58.682404258839014 84.5 0.28 13.3 0.1 7.3 1.8 NA 0 NA NA NA NA NA NA NA NA NA 0
"Abricot pays, pulpe, cru, prélevé à la Martinique" fruits "fruits et leurs produits de la Martinique" NA 49.46812080555868 85.4 0.48 10.8 0.05 3.7 3.1 NA 0 NA NA 0.095 NA NA NA NA NA NA NA
"Chips d'abricot pays, pulpe, prélevé à la Martinique" fruits "fruits et leurs produits de la Martinique" NA 452.9812149392204 5.13 0.96 68.7 18.7 33.3 6.2 NA 0 NA NA NA NA NA NA NA NA NA 0.2
"Jus de mandarine commune, pur jus filtré, prélevée à la Martinique" fruits "fruits et leurs produits de la Martinique" NA 46.56596563521679 90 0.61 8.63 0.57 8.63 NA NA 0 NA NA NA NA NA NA NA 102 NA 26.7
"Jus de mandarine macaque, pur jus filtré, prélevée à la Martinique" fruits "fruits et leurs produits de la Martinique" NA 49.58881542417748 88.2 0.6 10.8 0 3.87 NA NA 0 NA NA NA NA NA NA NA 199 NA 6
"Jus de prune de cythère verte ""géante"" (variété locale), fruit mûr, pur jus filtré, prélevée à la Martinique" fruits "fruits et leurs produits de la Martinique" NA 35.56732989484978 91.1 0.29 7.13 0.19 4.34 1 NA 0 NA NA NA NA NA NA NA NA NA 16.5
"Jus de prune de cythère verte ""géante"" (variété locale), fruit vert, pur jus filtré, prélevée à la Martinique" fruits "fruits et leurs produits de la Martinique" NA 34.89847293731072 91.7 0.44 6.55 0.28 0.03 0.8 NA 0 NA NA NA NA NA NA NA NA NA 21.1
"Jus de prune de cythère verte ""naine"" (variété hybride), fruit mûr, pur jus filtré, prélevée à la Martinique" fruits "fruits et leurs produits de la Martinique" NA 48.78217182454518 87.8 0.69 9.97 0.21 6.14 0.9 NA 0 NA NA NA NA NA NA NA NA NA 34.3
"Jus de prune de cythère verte ""naine"" (variété hybride), fruit vert, pur jus filtré, prélevée à la Martinique" fruits "fruits et leurs produits de la Martinique" NA 35.02736307954486 91.6 0.67 6.34 0.26 0.19 0.8 NA 0 NA NA NA NA NA NA NA NA NA 45.5
"Mangue José, pulpe, crue, prélevée à La Réunion (Mangifera indica L.)" fruits "fruits et leurs produits de la Réunion" 88.8 88.12299250583773 77.1 0.75 19.3 0.5 18.4 1.8 NA 0 0.17 14 0.08 0.12 14 0.07 13 150 0.08 2.9
